,artId,external relations_y,freedom and democracy_y,political system_y,economy_y,welfare and quality of life_y,fabric of society_y,social groups_y,orientation,group,vote,Âge,Genre_F,Genre_H,District_Brig,District_Conthey,District_Entremont,District_Goms,District_Hérens,District_Leuk,District_Martigny,District_Monthey,District_Sierre,District_Sion,District_St-Maurice,District_Visp,District_Westlich Raron,District_Östlich Raron
104,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,G,oui,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,oui,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,non,47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,69,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,G,aucun,76,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,74,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,G,aucun,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,G,aucun,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,D,aucun,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,606,0.0,0.0,0.0,0.0,99.2,0.1,0.7,-0.4637340301974448,CD,aucun,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,non,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,non,68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,non,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,oui,71,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,oui,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,non,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,72,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,non,62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,oui,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,non,74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,oui,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,oui,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,D,oui,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,G,oui,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,603,0.0,0.0,0.0,0.0,99.9,0.0,0.0,-0.23547877145438126,CD,oui,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
